epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,159.033,1.48304,1.03912,1.40721,0.72657,0.64974,0.69593,0.30298,1.90502,1.21256,1.67352,0.0015644,0.0015644,0.0015644
24,164.494,1.47269,1.0237,1.39099,0.6977,0.61383,0.66964,0.3299,1.82353,1.2682,1.61603,0.0015446,0.0015446,0.0015446
25,169.977,1.47937,1.03264,1.40456,0.76134,0.62057,0.69033,0.33598,1.79579,1.20886,1.6208,0.0015248,0.0015248,0.0015248
26,175.449,1.46857,1.01096,1.39707,0.73442,0.62732,0.69219,0.34691,1.77454,1.14515,1.5791,0.001505,0.001505,0.001505
27,180.897,1.48283,1.03041,1.41475,0.72998,0.61546,0.67097,0.31835,1.88815,1.18738,1.62669,0.0014852,0.0014852,0.0014852
28,186.41,1.52748,1.02742,1.4279,0.72177,0.63406,0.69679,0.37476,1.71321,1.13982,1.53811,0.0014654,0.0014654,0.0014654
29,191.989,1.49974,1.03413,1.41607,0.73687,0.62809,0.70234,0.34372,1.787,1.15227,1.56634,0.0014456,0.0014456,0.0014456
30,198.135,1.42839,0.97084,1.36532,0.72879,0.59362,0.66778,0.30359,2.00243,1.20824,1.69479,0.0014258,0.0014258,0.0014258
31,204.233,1.45825,0.97652,1.39186,0.72151,0.61602,0.69927,0.37871,1.682,1.1042,1.52774,0.001406,0.001406,0.001406
32,210.488,1.42562,0.95276,1.37467,0.80321,0.57673,0.70301,0.35598,1.72239,1.0913,1.54042,0.0013862,0.0013862,0.0013862
33,216.715,1.39117,0.96694,1.35889,0.7914,0.5886,0.70827,0.3782,1.66696,1.08492,1.50383,0.0013664,0.0013664,0.0013664
34,222.95,1.37591,0.91933,1.34829,0.7366,0.66948,0.73272,0.38558,1.64183,1.05801,1.51221,0.0013466,0.0013466,0.0013466
35,229.085,1.37619,0.91329,1.34369,0.6933,0.67116,0.71304,0.38801,1.68577,1.05051,1.52457,0.0013268,0.0013268,0.0013268
36,235.403,1.36191,0.90614,1.33929,0.79151,0.60177,0.69652,0.38423,1.70054,1.15839,1.53546,0.001307,0.001307,0.001307
37,241.645,1.36672,0.90277,1.3357,0.76402,0.62563,0.71463,0.36342,1.75162,1.16036,1.60375,0.0012872,0.0012872,0.0012872
38,247.869,1.38614,0.90725,1.35154,0.77538,0.62287,0.7173,0.34605,1.87404,1.17509,1.6583,0.0012674,0.0012674,0.0012674
39,254.119,1.36252,0.90293,1.33228,0.74017,0.62929,0.7065,0.37001,1.67367,1.22774,1.53616,0.0012476,0.0012476,0.0012476
40,260.221,1.34573,0.89247,1.33165,0.71224,0.68634,0.73136,0.37433,1.73515,1.12856,1.55106,0.0012278,0.0012278,0.0012278
41,266.325,1.34018,0.85736,1.32252,0.76189,0.64755,0.71281,0.33867,1.87687,1.10072,1.62961,0.001208,0.001208,0.001208
42,272.476,1.33365,0.85553,1.31578,0.75312,0.65261,0.72707,0.38741,1.7191,1.07154,1.55992,0.0011882,0.0011882,0.0011882
43,278.752,1.29108,0.83896,1.29097,0.79825,0.65386,0.71948,0.37328,1.76407,1.03348,1.56872,0.0011684,0.0011684,0.0011684
44,284.853,1.29374,0.82495,1.28834,0.74132,0.66442,0.73026,0.39116,1.65308,1.04755,1.52113,0.0011486,0.0011486,0.0011486
45,291.042,1.32003,0.81952,1.30364,0.7998,0.62901,0.70553,0.35719,1.75869,1.07799,1.6032,0.0011288,0.0011288,0.0011288
46,297.244,1.28644,0.82587,1.28707,0.77319,0.63236,0.70414,0.37298,1.67092,1.11623,1.5352,0.001109,0.001109,0.001109
47,303.419,1.29583,0.81761,1.29137,0.74302,0.63873,0.71952,0.38274,1.66127,1.05461,1.53105,0.0010892,0.0010892,0.0010892
48,309.506,1.30573,0.83172,1.30455,0.78393,0.63406,0.71141,0.38944,1.68323,1.05257,1.56257,0.0010694,0.0010694,0.0010694
49,315.605,1.24278,0.78997,1.27488,0.76035,0.66105,0.72673,0.38451,1.7145,1.03828,1.59463,0.0010496,0.0010496,0.0010496
50,321.7,1.2111,0.76723,1.24239,0.78679,0.62851,0.71707,0.38361,1.73268,1.07751,1.59665,0.0010298,0.0010298,0.0010298
51,327.818,1.24282,0.77928,1.26045,0.70189,0.65261,0.70389,0.37324,1.73483,1.09551,1.65113,0.00101,0.00101,0.00101
52,334.049,1.23536,0.78837,1.25368,0.74109,0.65599,0.71624,0.37492,1.72279,1.05915,1.65362,0.0009902,0.0009902,0.0009902
53,340.419,1.21024,0.77623,1.24273,0.79097,0.65093,0.73299,0.38328,1.73562,1.03972,1.59123,0.0009704,0.0009704,0.0009704
54,346.704,1.20971,0.75157,1.23548,0.76658,0.63069,0.70788,0.3615,1.71934,1.06855,1.59469,0.0009506,0.0009506,0.0009506
55,353.028,1.18872,0.73131,1.22494,0.73727,0.65093,0.70947,0.36924,1.75534,1.05339,1.61588,0.0009308,0.0009308,0.0009308
56,358.987,1.20774,0.75455,1.22538,0.78222,0.63912,0.72688,0.37482,1.74382,1.0635,1.57034,0.000911,0.000911,0.000911
57,364.509,1.15674,0.71806,1.20524,0.80341,0.64782,0.73458,0.38911,1.69223,1.00794,1.57187,0.0008912,0.0008912,0.0008912
58,369.983,1.1678,0.71424,1.20764,0.79252,0.65057,0.71467,0.37531,1.73437,1.05656,1.60921,0.0008714,0.0008714,0.0008714
59,375.412,1.1677,0.70871,1.20592,0.76345,0.66273,0.71731,0.36769,1.70741,1.038,1.59319,0.0008516,0.0008516,0.0008516
60,380.784,1.12925,0.6942,1.18328,0.76722,0.64924,0.72429,0.3878,1.70239,1.02953,1.58355,0.0008318,0.0008318,0.0008318
61,386.246,1.14779,0.69353,1.19768,0.77579,0.65352,0.72178,0.37535,1.72318,1.03639,1.58729,0.000812,0.000812,0.000812
62,391.742,1.13292,0.68975,1.19168,0.76324,0.65599,0.71848,0.37631,1.70966,1.04403,1.56928,0.0007922,0.0007922,0.0007922
63,397.225,1.13894,0.68517,1.19736,0.771,0.64924,0.71696,0.37348,1.70362,1.02918,1.56379,0.0007724,0.0007724,0.0007724
64,402.696,1.1201,0.68351,1.18538,0.79245,0.62057,0.72096,0.38254,1.72115,1.04561,1.58682,0.0007526,0.0007526,0.0007526
65,408.141,1.12515,0.69517,1.1942,0.79556,0.65599,0.73442,0.38618,1.717,1.03975,1.6124,0.0007328,0.0007328,0.0007328
66,413.779,1.09445,0.66457,1.16957,0.83696,0.62395,0.72766,0.39078,1.69595,1.05192,1.57536,0.000713,0.000713,0.000713
67,420.194,1.12167,0.67224,1.18482,0.80145,0.65599,0.73457,0.38537,1.6821,1.02185,1.57929,0.0006932,0.0006932,0.0006932
68,426.45,1.09606,0.65788,1.17148,0.79876,0.63587,0.71968,0.38087,1.7108,1.00566,1.59445,0.0006734,0.0006734,0.0006734
69,432.663,1.09017,0.66175,1.16991,0.80856,0.63575,0.72938,0.38179,1.71619,1.04193,1.57337,0.0006536,0.0006536,0.0006536
70,438.81,1.06143,0.6251,1.14656,0.79321,0.64037,0.71099,0.37795,1.70212,1.08407,1.58466,0.0006338,0.0006338,0.0006338
71,444.944,1.07833,0.63777,1.15195,0.77491,0.6543,0.70183,0.36782,1.75693,1.08354,1.61751,0.000614,0.000614,0.000614
72,451.129,1.10189,0.63084,1.16459,0.79905,0.62901,0.71482,0.38105,1.70402,1.0665,1.61551,0.0005942,0.0005942,0.0005942
73,457.264,1.06161,0.62958,1.1424,0.81808,0.62901,0.72024,0.37937,1.7011,1.02347,1.57523,0.0005744,0.0005744,0.0005744
74,463.54,1.08869,0.64893,1.14934,0.80136,0.64755,0.7152,0.37443,1.72105,1.01619,1.59814,0.0005546,0.0005546,0.0005546
75,469.744,1.05855,0.63857,1.14323,0.79281,0.65261,0.72316,0.37254,1.70239,1.03334,1.57581,0.0005348,0.0005348,0.0005348
76,476.024,1.03229,0.61904,1.12902,0.78433,0.64081,0.71452,0.37804,1.68758,1.01499,1.5937,0.000515,0.000515,0.000515
77,481.864,0.98767,0.60933,1.11912,0.7915,0.64924,0.71654,0.38308,1.68889,1.01856,1.58698,0.0004952,0.0004952,0.0004952
78,487.279,0.98983,0.59265,1.10271,0.79187,0.65445,0.7374,0.39324,1.64583,0.96941,1.55411,0.0004754,0.0004754,0.0004754
79,492.733,0.98917,0.59068,1.10688,0.77398,0.66986,0.73059,0.38372,1.69625,0.974,1.60411,0.0004556,0.0004556,0.0004556
80,498.147,0.98204,0.58811,1.10428,0.78878,0.66105,0.73696,0.39353,1.69385,0.96863,1.58941,0.0004358,0.0004358,0.0004358
81,503.631,1.00046,0.59017,1.11245,0.76969,0.665,0.73155,0.38501,1.72377,0.99134,1.6366,0.000416,0.000416,0.000416
82,509.105,0.97899,0.58741,1.11226,0.78777,0.65723,0.73398,0.39109,1.71973,0.99413,1.62891,0.0003962,0.0003962,0.0003962
83,514.574,0.96987,0.58246,1.10349,0.75479,0.66963,0.73472,0.38584,1.71123,0.99923,1.64232,0.0003764,0.0003764,0.0003764
84,520.063,0.94212,0.56671,1.09071,0.75368,0.67791,0.73699,0.38646,1.70946,0.98827,1.64897,0.0003566,0.0003566,0.0003566
85,525.764,0.93412,0.5684,1.08185,0.78472,0.65767,0.73213,0.38757,1.69654,1.01039,1.64641,0.0003368,0.0003368,0.0003368
86,531.804,0.95479,0.57012,1.10035,0.78174,0.66105,0.73608,0.38634,1.72172,1.01518,1.64134,0.000317,0.000317,0.000317
87,537.656,0.94198,0.55949,1.08492,0.75815,0.67135,0.73055,0.38086,1.75923,1.02683,1.66668,0.0002972,0.0002972,0.0002972
88,543.202,0.92997,0.56358,1.08851,0.77118,0.66442,0.73055,0.386,1.72832,1.01676,1.63197,0.0002774,0.0002774,0.0002774
89,548.708,0.92255,0.55516,1.07581,0.83649,0.63839,0.73179,0.38711,1.72309,1.01586,1.63591,0.0002576,0.0002576,0.0002576
90,554.235,0.92316,0.55054,1.06912,0.78273,0.66442,0.7324,0.3903,1.70655,1.00879,1.62486,0.0002378,0.0002378,0.0002378
91,580.58,0.86966,0.49402,1.03406,0.80613,0.65911,0.73463,0.39475,1.70692,1.01669,1.61727,0.000218,0.000218,0.000218
92,586.27,0.85338,0.47882,1.02495,0.77178,0.66273,0.73061,0.39237,1.72099,1.01811,1.64854,0.0001982,0.0001982,0.0001982
93,593.228,0.84638,0.47411,1.02415,0.79174,0.66105,0.73222,0.39217,1.72157,1.01189,1.66789,0.0001784,0.0001784,0.0001784
94,600.196,0.82937,0.47382,1.00855,0.80196,0.65767,0.7382,0.39105,1.71437,1.01236,1.66085,0.0001586,0.0001586,0.0001586
95,607.016,0.82764,0.46747,1.00904,0.81851,0.65599,0.74101,0.39205,1.71136,0.9954,1.65618,0.0001388,0.0001388,0.0001388
96,613.876,0.81798,0.46158,1.01298,0.82756,0.6425,0.73585,0.38899,1.71016,0.98227,1.66462,0.000119,0.000119,0.000119
97,621.127,0.81521,0.46476,1.0125,0.76831,0.6796,0.73676,0.39057,1.7092,0.99149,1.66826,9.92e-05,9.92e-05,9.92e-05
98,628.855,0.80928,0.46036,1.00883,0.77388,0.67791,0.73477,0.38934,1.70055,0.98926,1.65516,7.94e-05,7.94e-05,7.94e-05
99,636.315,0.8018,0.45561,0.99974,0.77792,0.6793,0.73983,0.38965,1.70124,0.99059,1.65575,5.96e-05,5.96e-05,5.96e-05
100,643.755,0.80549,0.46246,1.00915,0.80433,0.65161,0.73542,0.38659,1.7132,0.99581,1.66571,3.98e-05,3.98e-05,3.98e-05
