epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
44,164.245,1.42589,1.01697,1.31129,0.73214,0.65093,0.70113,0.35839,1.72938,1.14549,1.47063,0.0014324,0.0014324,0.0014324
45,167.865,1.46374,1.02403,1.32198,0.80224,0.6157,0.71216,0.33817,1.89362,1.14793,1.57628,0.0014192,0.0014192,0.0014192
46,171.6,1.41674,1.01618,1.29817,0.73609,0.61214,0.6761,0.30789,1.98226,1.23279,1.63114,0.001406,0.001406,0.001406
47,175.232,1.41002,1.02574,1.29761,0.79336,0.63238,0.71623,0.35944,1.78,1.12377,1.50181,0.0013928,0.0013928,0.0013928
48,178.918,1.41372,1.01435,1.30908,0.76572,0.63933,0.71022,0.37049,1.67199,1.12481,1.44829,0.0013796,0.0013796,0.0013796
49,182.545,1.38904,0.96484,1.29256,0.71311,0.69477,0.73591,0.36488,1.75797,1.14514,1.48281,0.0013664,0.0013664,0.0013664
50,186.163,1.37229,0.95437,1.27712,0.7881,0.62718,0.71497,0.36992,1.73621,1.14188,1.45666,0.0013532,0.0013532,0.0013532
51,189.795,1.38723,0.96085,1.29152,0.74137,0.65742,0.71044,0.36733,1.75048,1.13386,1.48269,0.00134,0.00134,0.00134
52,193.463,1.3961,0.97469,1.27916,0.7503,0.62326,0.68357,0.36916,1.70584,1.20367,1.44697,0.0013268,0.0013268,0.0013268
53,197.105,1.35423,0.9638,1.26202,0.781,0.59191,0.69321,0.37466,1.66152,1.16683,1.44497,0.0013136,0.0013136,0.0013136
54,200.697,1.35401,0.94247,1.26517,0.81154,0.62226,0.71926,0.3822,1.66359,1.09334,1.44671,0.0013004,0.0013004,0.0013004
55,204.286,1.33152,0.92774,1.24821,0.74179,0.64755,0.7157,0.37335,1.67451,1.10216,1.44829,0.0012872,0.0012872,0.0012872
56,208.001,1.38062,0.97019,1.27099,0.7782,0.62563,0.71941,0.37427,1.70173,1.11828,1.4478,0.001274,0.001274,0.001274
57,211.663,1.349,0.93745,1.2677,0.7072,0.6543,0.69555,0.35635,1.72079,1.1828,1.45675,0.0012608,0.0012608,0.0012608
58,215.35,1.36337,0.94342,1.27577,0.7631,0.62226,0.69884,0.36171,1.71503,1.12433,1.45845,0.0012476,0.0012476,0.0012476
59,218.992,1.36022,0.93219,1.26275,0.7225,0.6661,0.71536,0.37934,1.69992,1.08642,1.44718,0.0012344,0.0012344,0.0012344
60,222.64,1.31029,0.90298,1.23581,0.75631,0.65421,0.71669,0.38192,1.64858,1.07417,1.43342,0.0012212,0.0012212,0.0012212
61,226.295,1.33801,0.90408,1.25206,0.75307,0.67373,0.73238,0.36952,1.73142,1.09911,1.47494,0.001208,0.001208,0.001208
62,229.914,1.30186,0.8973,1.23725,0.79026,0.65093,0.73407,0.37676,1.67307,1.10531,1.4504,0.0011948,0.0011948,0.0011948
63,233.529,1.30185,0.88466,1.24088,0.81025,0.63367,0.73415,0.39723,1.62973,1.01003,1.41969,0.0011816,0.0011816,0.0011816
64,237.23,1.31978,0.89233,1.24411,0.77383,0.66779,0.71863,0.37794,1.65902,1.05009,1.44009,0.0011684,0.0011684,0.0011684
65,240.848,1.30882,0.88567,1.23186,0.77647,0.63266,0.7121,0.38272,1.64049,1.06771,1.40595,0.0011552,0.0011552,0.0011552
66,244.591,1.28428,0.88748,1.22791,0.80204,0.61491,0.71102,0.38046,1.60389,1.06893,1.39467,0.001142,0.001142,0.001142
67,248.226,1.30162,0.88208,1.24158,0.72057,0.64587,0.67472,0.34224,1.69935,1.15768,1.47362,0.0011288,0.0011288,0.0011288
68,251.958,1.3033,0.87222,1.23444,0.74228,0.63141,0.69627,0.36621,1.69183,1.12973,1.44998,0.0011156,0.0011156,0.0011156
69,255.657,1.27413,0.84744,1.22565,0.79935,0.6425,0.7289,0.37863,1.68192,1.05459,1.4355,0.0011024,0.0011024,0.0011024
70,259.295,1.25319,0.82641,1.21022,0.80904,0.63587,0.73042,0.38686,1.70463,1.03421,1.46672,0.0010892,0.0010892,0.0010892
71,262.956,1.27875,0.84107,1.22118,0.77087,0.67116,0.71962,0.3678,1.74533,1.06992,1.50178,0.001076,0.001076,0.001076
72,266.676,1.30283,0.8518,1.23873,0.76947,0.69477,0.7303,0.38135,1.68928,1.0671,1.4846,0.0010628,0.0010628,0.0010628
73,270.465,1.28735,0.8381,1.21975,0.7911,0.6796,0.73067,0.39223,1.69264,1.05904,1.4704,0.0010496,0.0010496,0.0010496
74,274.291,1.32141,0.86258,1.23591,0.79103,0.65261,0.72843,0.38453,1.69411,1.08714,1.4588,0.0010364,0.0010364,0.0010364
75,278.109,1.27799,0.86029,1.2214,0.79801,0.65289,0.74776,0.3929,1.63812,1.06071,1.41344,0.0010232,0.0010232,0.0010232
76,282.039,1.2676,0.84412,1.21633,0.78233,0.65936,0.73673,0.39293,1.65246,1.03338,1.42344,0.00101,0.00101,0.00101
77,285.865,1.23131,0.83088,1.21293,0.7648,0.65261,0.72457,0.3834,1.66532,1.02696,1.44835,0.0009968,0.0009968,0.0009968
78,289.666,1.25445,0.81271,1.20742,0.78189,0.64418,0.71576,0.37612,1.71359,1.06799,1.46821,0.0009836,0.0009836,0.0009836
79,293.437,1.22253,0.78812,1.19432,0.76021,0.64587,0.71268,0.38045,1.68155,1.0454,1.47153,0.0009704,0.0009704,0.0009704
80,297.166,1.20779,0.77679,1.18033,0.7811,0.6425,0.72223,0.37176,1.72752,1.0361,1.47642,0.0009572,0.0009572,0.0009572
81,300.966,1.20416,0.78815,1.19031,0.80581,0.62226,0.71787,0.39062,1.67475,1.05252,1.46707,0.000944,0.000944,0.000944
82,304.727,1.21399,0.79578,1.19903,0.79336,0.62563,0.72331,0.38329,1.66263,1.05668,1.45857,0.0009308,0.0009308,0.0009308
83,308.517,1.21836,0.78965,1.19394,0.74852,0.66273,0.71929,0.37068,1.67381,1.07862,1.4906,0.0009176,0.0009176,0.0009176
84,312.341,1.17551,0.76685,1.16946,0.78718,0.62057,0.70533,0.37216,1.65732,1.08384,1.47017,0.0009044,0.0009044,0.0009044
85,316.346,1.18029,0.76849,1.17472,0.76228,0.62732,0.70963,0.37125,1.69038,1.04941,1.4739,0.0008912,0.0008912,0.0008912
86,320.254,1.19574,0.77105,1.18472,0.73283,0.66442,0.73347,0.39264,1.65647,1.02064,1.43496,0.000878,0.000878,0.000878
87,324.025,1.16325,0.76141,1.1583,0.74822,0.65647,0.72213,0.38392,1.67619,1.00707,1.44051,0.0008648,0.0008648,0.0008648
88,327.744,1.19615,0.76717,1.1818,0.81106,0.62226,0.72982,0.38607,1.66372,1.03191,1.43657,0.0008516,0.0008516,0.0008516
89,331.524,1.17451,0.75459,1.16559,0.80597,0.61383,0.72587,0.38079,1.66825,1.01816,1.4487,0.0008384,0.0008384,0.0008384
90,335.26,1.16167,0.74507,1.15405,0.77928,0.62515,0.70907,0.36895,1.65974,1.03359,1.45745,0.0008252,0.0008252,0.0008252
91,339.043,1.18318,0.76163,1.17474,0.81914,0.63575,0.72661,0.37954,1.66178,1.02838,1.45343,0.000812,0.000812,0.000812
92,342.823,1.17368,0.75036,1.16714,0.77651,0.66794,0.7385,0.38103,1.68138,1.03058,1.51147,0.0007988,0.0007988,0.0007988
93,346.57,1.17539,0.75182,1.17163,0.77736,0.67791,0.73562,0.38474,1.69461,1.01045,1.55005,0.0007856,0.0007856,0.0007856
94,350.35,1.16997,0.74848,1.15931,0.79949,0.66569,0.74212,0.38262,1.66729,1.01285,1.4724,0.0007724,0.0007724,0.0007724
95,354.489,1.17355,0.7425,1.16333,0.8141,0.62226,0.71133,0.37355,1.71635,1.04803,1.50334,0.0007592,0.0007592,0.0007592
96,358.685,1.19536,0.75005,1.1674,0.79179,0.64587,0.72207,0.37526,1.67707,1.00296,1.46235,0.000746,0.000746,0.000746
97,362.503,1.13378,0.7158,1.1472,0.79674,0.64755,0.73249,0.39377,1.62991,1.00341,1.42162,0.0007328,0.0007328,0.0007328
98,366.297,1.14367,0.72177,1.14505,0.81714,0.66442,0.74199,0.3877,1.68811,1.00521,1.46944,0.0007196,0.0007196,0.0007196
99,370.101,1.14487,0.73428,1.14848,0.76282,0.6543,0.71813,0.39117,1.66421,1.03425,1.42794,0.0007064,0.0007064,0.0007064
100,373.886,1.16261,0.72276,1.15594,0.74442,0.64345,0.70662,0.38413,1.67747,1.05421,1.45139,0.0006932,0.0006932,0.0006932
101,377.711,1.11143,0.70702,1.1336,0.78765,0.65261,0.71973,0.39038,1.67161,1.02631,1.45669,0.00068,0.00068,0.00068
102,381.51,1.11695,0.70253,1.13076,0.78263,0.65093,0.72621,0.37465,1.71863,1.02723,1.51147,0.0006668,0.0006668,0.0006668
103,385.239,1.11123,0.70031,1.13013,0.76124,0.6661,0.73173,0.38678,1.67531,1.01591,1.46684,0.0006536,0.0006536,0.0006536
104,389.001,1.12128,0.72033,1.13433,0.80196,0.64872,0.73735,0.38816,1.66101,1.00545,1.46848,0.0006404,0.0006404,0.0006404
105,392.858,1.12772,0.71582,1.14683,0.79918,0.6425,0.7199,0.37721,1.73799,1.02059,1.48757,0.0006272,0.0006272,0.0006272
106,396.739,1.10584,0.68912,1.13005,0.82761,0.63406,0.73283,0.39732,1.67707,0.9835,1.48108,0.000614,0.000614,0.000614
107,400.585,1.06778,0.67091,1.10731,0.79571,0.65767,0.7317,0.38445,1.69147,0.98355,1.47191,0.0006008,0.0006008,0.0006008
108,404.348,1.08446,0.68025,1.11975,0.79785,0.63406,0.72297,0.38677,1.67976,0.99741,1.49027,0.0005876,0.0005876,0.0005876
109,408.148,1.07984,0.68308,1.11896,0.80573,0.63645,0.72793,0.38245,1.71911,0.9976,1.50832,0.0005744,0.0005744,0.0005744
110,411.976,1.08446,0.68094,1.11691,0.81051,0.64194,0.72909,0.37727,1.68168,1.00533,1.49302,0.0005612,0.0005612,0.0005612
111,415.753,1.05956,0.67214,1.11044,0.76897,0.66105,0.7319,0.39423,1.63919,0.99974,1.43731,0.000548,0.000548,0.000548
112,419.609,1.11821,0.69616,1.13495,0.83403,0.6172,0.72285,0.38541,1.6791,1.00177,1.48098,0.0005348,0.0005348,0.0005348
113,423.377,1.07823,0.67335,1.10908,0.81309,0.61214,0.71326,0.38043,1.69141,1.01605,1.46865,0.0005216,0.0005216,0.0005216
114,427.158,1.07377,0.67817,1.11696,0.80455,0.63575,0.71638,0.38492,1.64794,1.00286,1.45217,0.0005084,0.0005084,0.0005084
115,431.491,1.07855,0.66907,1.11016,0.76729,0.66723,0.72735,0.38133,1.66909,1.03539,1.47289,0.0004952,0.0004952,0.0004952
116,435.87,1.08059,0.67035,1.11602,0.80197,0.63575,0.72003,0.38225,1.67049,1.04781,1.48653,0.000482,0.000482,0.000482
117,440.759,1.06515,0.66787,1.10962,0.77306,0.66061,0.72307,0.38355,1.67138,1.03164,1.48317,0.0004688,0.0004688,0.0004688
118,445.593,1.07336,0.66318,1.10943,0.81508,0.60034,0.69947,0.37726,1.68157,1.03899,1.46944,0.0004556,0.0004556,0.0004556
119,450.372,1.05474,0.66384,1.10288,0.78581,0.64962,0.71393,0.37926,1.68825,1.03964,1.47479,0.0004424,0.0004424,0.0004424
120,455.38,1.04559,0.66931,1.0961,0.80068,0.65709,0.72645,0.38643,1.66676,0.99486,1.46723,0.0004292,0.0004292,0.0004292
121,460.167,1.03453,0.64741,1.08329,0.83836,0.63069,0.73014,0.38252,1.68012,1.00058,1.47726,0.000416,0.000416,0.000416
122,463.973,1.03902,0.64247,1.09252,0.77101,0.66273,0.73069,0.37665,1.70866,0.99584,1.49613,0.0004028,0.0004028,0.0004028
123,467.689,1.04798,0.64256,1.08717,0.82942,0.62316,0.72523,0.37876,1.68657,1.00889,1.47702,0.0003896,0.0003896,0.0003896
124,471.427,1.02221,0.63297,1.07758,0.80653,0.63972,0.73026,0.37648,1.70137,1.03996,1.48811,0.0003764,0.0003764,0.0003764
125,475.153,1.0252,0.64182,1.09403,0.83926,0.64273,0.73853,0.38158,1.67697,1.02831,1.47583,0.0003632,0.0003632,0.0003632
126,478.9,1.03133,0.64706,1.09626,0.8321,0.6172,0.71727,0.38528,1.67804,1.02141,1.48484,0.00035,0.00035,0.00035
127,482.543,1.02185,0.63272,1.08252,0.82296,0.63495,0.73117,0.38172,1.68561,0.99258,1.49514,0.0003368,0.0003368,0.0003368
128,486.199,0.99853,0.62878,1.07381,0.82081,0.64885,0.72826,0.38717,1.66119,0.9779,1.45917,0.0003236,0.0003236,0.0003236
129,489.873,1.00997,0.63688,1.085,0.81823,0.64522,0.72973,0.38446,1.66133,0.97505,1.47113,0.0003104,0.0003104,0.0003104
130,493.55,1.00195,0.62253,1.07479,0.81706,0.64019,0.72975,0.37853,1.69962,0.98548,1.50765,0.0002972,0.0002972,0.0002972
131,497.227,1.01935,0.6356,1.07707,0.78444,0.65664,0.72519,0.37651,1.69067,0.98752,1.4933,0.000284,0.000284,0.000284
132,500.882,1.01518,0.62399,1.08431,0.77767,0.63069,0.71294,0.38015,1.6837,1.01075,1.48166,0.0002708,0.0002708,0.0002708
133,504.553,1.00291,0.62659,1.07752,0.7762,0.62732,0.7134,0.37309,1.69945,1.03399,1.48295,0.0002576,0.0002576,0.0002576
134,508.23,1.0198,0.63817,1.08256,0.79084,0.62732,0.71927,0.37287,1.7139,1.03434,1.49375,0.0002444,0.0002444,0.0002444
135,511.919,0.98622,0.6179,1.06849,0.80743,0.63238,0.71933,0.38006,1.69555,1.01916,1.46607,0.0002312,0.0002312,0.0002312
136,515.705,1.0012,0.61743,1.06533,0.79227,0.63674,0.71728,0.37435,1.72063,1.02911,1.50678,0.000218,0.000218,0.000218
137,519.441,1.00413,0.61748,1.07438,0.79213,0.6426,0.72174,0.37538,1.70202,1.01053,1.5002,0.0002048,0.0002048,0.0002048
138,523.081,0.99269,0.62216,1.06872,0.79353,0.64162,0.72532,0.38165,1.68395,1.00722,1.47302,0.0001916,0.0001916,0.0001916
139,526.744,0.97295,0.59361,1.05013,0.79469,0.63406,0.72886,0.38397,1.67549,1.00257,1.48126,0.0001784,0.0001784,0.0001784
140,530.399,0.98587,0.60595,1.06564,0.79601,0.63829,0.72205,0.38496,1.68863,1.00697,1.48942,0.0001652,0.0001652,0.0001652
141,554.85,0.91789,0.56904,1.02054,0.80721,0.63545,0.71645,0.37847,1.70234,0.99956,1.48411,0.000152,0.000152,0.000152
142,558.562,0.90497,0.54648,1.01357,0.81705,0.64016,0.72192,0.3805,1.70948,1.00677,1.49538,0.0001388,0.0001388,0.0001388
143,562.189,0.89191,0.5324,1.00862,0.8084,0.64755,0.7247,0.38144,1.70909,1.00804,1.50696,0.0001256,0.0001256,0.0001256
144,565.833,0.88243,0.52778,1.00593,0.78469,0.64924,0.71638,0.38183,1.69099,1.00136,1.48915,0.0001124,0.0001124,0.0001124
145,569.428,0.89376,0.52338,1.00862,0.7862,0.65767,0.72566,0.38241,1.69677,1.00022,1.4899,9.92e-05,9.92e-05,9.92e-05
146,573.157,0.86574,0.52674,0.99948,0.79909,0.65062,0.72967,0.3829,1.68278,0.99052,1.4844,8.6e-05,8.6e-05,8.6e-05
147,576.798,0.87142,0.51706,0.99962,0.79795,0.65261,0.72995,0.38109,1.69176,0.99442,1.49305,7.28e-05,7.28e-05,7.28e-05
148,580.434,0.89086,0.5259,1.00487,0.80888,0.65093,0.72643,0.3806,1.6845,0.99084,1.49295,5.96e-05,5.96e-05,5.96e-05
149,584.088,0.85151,0.51923,0.99311,0.80425,0.6543,0.73148,0.38013,1.68056,0.99561,1.49065,4.64e-05,4.64e-05,4.64e-05
150,587.718,0.87418,0.51679,0.99701,0.80425,0.65129,0.73235,0.38216,1.67591,0.99317,1.48538,3.32e-05,3.32e-05,3.32e-05
