epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
29,198.392,1.39753,0.94175,1.36027,0.76285,0.64552,0.71643,0.35502,1.75902,1.12334,1.58033,0.0008912,0.0008912,0.0008912
30,203.834,1.36402,0.90534,1.3283,0.77675,0.65128,0.72592,0.38077,1.73733,1.05748,1.56277,0.0008516,0.0008516,0.0008516
31,209.31,1.39096,0.89117,1.35344,0.82144,0.61288,0.73358,0.37438,1.77078,1.05695,1.57719,0.000812,0.000812,0.000812
32,214.773,1.33287,0.85848,1.30817,0.81115,0.62732,0.74118,0.38271,1.70214,1.0078,1.53123,0.0007724,0.0007724,0.0007724
33,220.305,1.34511,0.87184,1.31823,0.78954,0.64527,0.72983,0.35925,1.7736,1.03538,1.56681,0.0007328,0.0007328,0.0007328
34,225.721,1.29543,0.83494,1.29647,0.78081,0.63912,0.72403,0.36352,1.76875,1.0717,1.57878,0.0006932,0.0006932,0.0006932
35,231.194,1.30974,0.8387,1.3039,0.78946,0.61969,0.71422,0.37435,1.72349,1.07112,1.53408,0.0006536,0.0006536,0.0006536
36,236.693,1.30112,0.82902,1.28923,0.75797,0.6425,0.72224,0.38706,1.68413,1.06311,1.51142,0.000614,0.000614,0.000614
37,242.183,1.31655,0.82895,1.29184,0.82712,0.62732,0.73118,0.38586,1.71299,1.03413,1.52764,0.0005744,0.0005744,0.0005744
38,247.585,1.28808,0.82131,1.27786,0.83291,0.61214,0.72422,0.38903,1.68278,1.03523,1.52077,0.0005348,0.0005348,0.0005348
39,253.033,1.25305,0.80004,1.25253,0.76472,0.68511,0.74157,0.39208,1.67971,1.01432,1.49506,0.0004952,0.0004952,0.0004952
40,258.566,1.25789,0.79936,1.26174,0.80881,0.64755,0.74186,0.38376,1.73512,1.01104,1.55724,0.0004556,0.0004556,0.0004556
41,283.822,1.18333,0.72081,1.21111,0.73814,0.66075,0.73192,0.389,1.72286,1.03647,1.53149,0.000416,0.000416,0.000416
42,289.162,1.16637,0.70827,1.20211,0.77824,0.64755,0.74557,0.39558,1.67987,1.00383,1.53166,0.0003764,0.0003764,0.0003764
43,294.669,1.14744,0.66732,1.1808,0.7618,0.67414,0.74744,0.39893,1.65983,0.968,1.5511,0.0003368,0.0003368,0.0003368
44,302.792,1.13331,0.66399,1.17964,0.75083,0.68092,0.74587,0.39282,1.66359,0.97228,1.54636,0.0002972,0.0002972,0.0002972
45,309.615,1.13117,0.66297,1.17358,0.7904,0.62395,0.73245,0.38615,1.6832,1.0102,1.56975,0.0002576,0.0002576,0.0002576
46,316.66,1.12554,0.64664,1.17417,0.76405,0.66075,0.73692,0.39801,1.66007,1.01538,1.53581,0.000218,0.000218,0.000218
47,323.521,1.08737,0.62301,1.15318,0.82062,0.62732,0.73726,0.40452,1.64433,1.00199,1.51779,0.0001784,0.0001784,0.0001784
48,334.165,1.10193,0.62513,1.17086,0.83974,0.62732,0.75026,0.40937,1.64226,0.98694,1.51091,0.0001388,0.0001388,0.0001388
49,345.449,1.06043,0.61193,1.14336,0.83683,0.63575,0.75343,0.40483,1.64896,0.97934,1.5126,9.92e-05,9.92e-05,9.92e-05
50,351.221,1.06725,0.60003,1.14511,0.79916,0.6543,0.74994,0.40314,1.64826,0.97876,1.51559,5.96e-05,5.96e-05,5.96e-05
